,x,y,z,label
126,-1.2981831208986119,-2.578259935366085,-2.088080369144205,0
127,-1.2266355855713489,-2.5204047732313715,-2.095919028984855,0
128,-1.2743339424561908,-2.5121397500692693,-2.1351123281881033,0
129,-1.2624093532349805,-2.561729889041881,-2.142950988028753,0
130,-1.2981831208986119,-2.5699949122039834,-2.0724030494629058,0
131,-1.2624093532349805,-2.5369348195555754,-2.119435008506804,0
132,-1.345881477783454,-2.5699949122039834,-2.119435008506804,0
133,-1.2147109963501384,-2.5699949122039834,-2.166466967550702,0
134,-1.2862585316774013,-2.5204047732313715,-2.142950988028753,0
135,-1.2624093532349805,-2.5534648658797794,-2.1272736683474536,0
136,-1.2743339424561908,-2.578259935366085,-2.095919028984855,0
137,-1.2981831208986119,-2.5369348195555754,-2.119435008506804,0
138,-1.2624093532349805,-2.5865249585281873,-2.142950988028753,0
139,-1.2624093532349805,-2.5369348195555754,-2.119435008506804,0
140,-1.2981831208986119,-2.5286697963934732,-2.095919028984855,0
141,-1.2266355855713489,-2.5699949122039834,-2.1272736683474536,0
142,-1.2266355855713489,-2.578259935366085,-2.1037576888255045,0
143,-1.2981831208986119,-2.578259935366085,-2.1272736683474536,0
144,-1.2743339424561908,-2.5699949122039834,-2.111596348666154,0
145,-1.2862585316774013,-2.5286697963934732,-2.1037576888255045,0
146,-1.2743339424561908,-2.5369348195555754,-2.111596348666154,0
147,-1.2624093532349805,-2.5534648658797794,-2.111596348666154,0
148,-1.25048476401377,-2.5286697963934732,-2.142950988028753,0
149,-1.2862585316774013,-2.578259935366085,-2.119435008506804,0
150,-1.2385601747925594,-2.594789981690289,-2.142950988028753,0
151,-1.25048476401377,-2.6030550048523913,-2.095919028984855,0
152,-1.322032299341033,-2.5204047732313715,-2.088080369144205,0
153,-1.25048476401377,-2.594789981690289,-2.1351123281881033,0
154,-1.322032299341033,-2.5038747269071675,-2.119435008506804,0
155,-1.25048476401377,-2.5369348195555754,-2.1507896478694026,0
156,-1.25048476401377,-2.6195850511765952,-2.1272736683474536,0
157,-1.2266355855713489,-2.545199842717677,-2.111596348666154,0
158,-1.2385601747925594,-2.561729889041881,-2.111596348666154,0
159,-1.25048476401377,-2.545199842717677,-2.111596348666154,0
160,-1.2862585316774013,-2.545199842717677,-2.1272736683474536,0
161,-1.25048476401377,-2.5534648658797794,-2.111596348666154,0
162,-1.2981831208986119,-2.5121397500692693,-2.095919028984855,0
163,-1.2981831208986119,-2.5699949122039834,-2.1272736683474536,0
164,-1.2981831208986119,-2.5204047732313715,-2.0724030494629058,0
165,-1.2624093532349805,-2.5534648658797794,-2.1272736683474536,0
166,-1.2862585316774013,-2.561729889041881,-2.1351123281881033,0
167,-1.2385601747925594,-2.5369348195555754,-2.095919028984855,0
168,-1.2266355855713489,-2.5699949122039834,-2.1037576888255045,0
169,-1.2027864071289278,-2.578259935366085,-2.1037576888255045,0
170,-1.2862585316774013,-2.5699949122039834,-2.1037576888255045,0
171,-1.2981831208986119,-2.5534648658797794,-2.095919028984855,0
172,-1.322032299341033,-2.561729889041881,-2.095919028984855,0
173,-1.2862585316774013,-2.6195850511765952,-2.111596348666154,0
174,-1.3101077101198224,-2.5369348195555754,-2.1351123281881033,0
175,-1.2981831208986119,-2.5369348195555754,-2.111596348666154,0
176,-1.25048476401377,-2.5369348195555754,-2.111596348666154,0
177,-1.25048476401377,-2.5369348195555754,-2.1351123281881033,0
178,-1.1670126394652962,-2.5369348195555754,-2.1351123281881033,0
179,-1.25048476401377,-2.561729889041881,-2.088080369144205,0
180,-1.2624093532349805,-2.5699949122039834,-2.064564389622256,0
181,-1.322032299341033,-2.5534648658797794,-2.1586283077100523,0
182,-1.2981831208986119,-2.5286697963934732,-2.041048410100307,0
183,-1.1908618179077173,-2.5534648658797794,-2.1351123281881033,0
184,-1.2147109963501384,-2.5865249585281873,-2.119435008506804,0
185,-1.2027864071289278,-2.5699949122039834,-2.0567257297816064,0
186,-1.2266355855713489,-2.5699949122039834,-2.142950988028753,0
187,-1.3101077101198224,-2.5699949122039834,-2.142950988028753,0
188,-1.2981831208986119,-2.5286697963934732,-2.0802417093035555,0
189,-1.3101077101198224,-2.5204047732313715,-2.095919028984855,0
190,-1.3101077101198224,-2.561729889041881,-2.111596348666154,0
191,-1.2862585316774013,-2.5534648658797794,-2.095919028984855,0
192,-1.25048476401377,-2.5204047732313715,-2.1586283077100523,0
193,-1.3101077101198224,-2.561729889041881,-2.1272736683474536,0
194,-1.2862585316774013,-2.5286697963934732,-2.095919028984855,0
195,-1.2385601747925594,-2.561729889041881,-2.111596348666154,0
196,-1.25048476401377,-2.5534648658797794,-2.111596348666154,0
197,-1.2027864071289278,-2.5369348195555754,-2.1272736683474536,0
198,-1.3339568885622435,-2.5699949122039834,-2.1037576888255045,0
199,-1.2862585316774013,-2.578259935366085,-2.1351123281881033,0
200,-1.25048476401377,-2.5369348195555754,-2.1821442872320014,0
201,-1.25048476401377,-2.5534648658797794,-2.1037576888255045,0
202,-1.25048476401377,-2.545199842717677,-2.1272736683474536,0
203,-1.3101077101198224,-2.561729889041881,-2.1037576888255045,0
204,-1.2981831208986119,-2.5699949122039834,-2.0724030494629058,0
205,-1.2624093532349805,-2.5534648658797794,-2.1037576888255045,0
206,-1.2743339424561908,-2.545199842717677,-2.095919028984855,0
207,-1.2266355855713489,-2.5286697963934732,-2.095919028984855,0
208,-1.2743339424561908,-2.5534648658797794,-2.111596348666154,0
209,-1.2981831208986119,-2.611320028014493,-2.1351123281881033,0
210,-1.2624093532349805,-2.5286697963934732,-2.111596348666154,0
211,-1.2743339424561908,-2.561729889041881,-2.1507896478694026,0
212,-1.345881477783454,-2.6030550048523913,-2.088080369144205,0
213,-1.345881477783454,-2.5534648658797794,-2.1586283077100523,0
214,-1.2624093532349805,-2.5369348195555754,-2.095919028984855,0
215,-1.25048476401377,-2.5121397500692693,-2.166466967550702,0
216,-1.2743339424561908,-2.5369348195555754,-2.1272736683474536,0
217,-1.3101077101198224,-2.5204047732313715,-2.1272736683474536,0
218,-1.2624093532349805,-2.545199842717677,-2.064564389622256,0
219,-1.2624093532349805,-2.5865249585281873,-2.095919028984855,0
220,-1.25048476401377,-2.5699949122039834,-2.1272736683474536,0
221,-1.2027864071289278,-2.545199842717677,-2.1272736683474536,0
222,-1.2862585316774013,-2.561729889041881,-2.1272736683474536,0
223,-1.2862585316774013,-2.5534648658797794,-2.119435008506804,0
224,-1.2385601747925594,-2.5369348195555754,-2.142950988028753,0
225,-1.25048476401377,-2.5534648658797794,-2.0802417093035555,0
226,-1.2624093532349805,-2.5204047732313715,-2.095919028984855,0
227,-1.25048476401377,-2.5699949122039834,-2.1507896478694026,0
228,-1.25048476401377,-2.5699949122039834,-2.1272736683474536,0
229,-1.2027864071289278,-2.6030550048523913,-2.119435008506804,0
230,-1.25048476401377,-2.5286697963934732,-2.0724030494629058,0
231,-1.2743339424561908,-2.5534648658797794,-2.1037576888255045,0
232,-1.2743339424561908,-2.6030550048523913,-2.1037576888255045,0
233,-1.2862585316774013,-2.545199842717677,-2.0567257297816064,0
234,-1.2743339424561908,-2.5534648658797794,-2.088080369144205,0
235,-1.25048476401377,-2.545199842717677,-2.0802417093035555,0
236,-1.2743339424561908,-2.5369348195555754,-2.1272736683474536,0
237,-1.2862585316774013,-2.6030550048523913,-2.1272736683474536,0
238,-1.2266355855713489,-2.5865249585281873,-2.1351123281881033,0
239,-1.2743339424561908,-2.5369348195555754,-2.1351123281881033,0
240,-1.25048476401377,-2.5699949122039834,-2.1507896478694026,0
241,-1.2385601747925594,-2.5286697963934732,-2.064564389622256,0
242,-1.25048476401377,-2.5204047732313715,-2.1507896478694026,0
243,-1.2385601747925594,-2.5286697963934732,-2.111596348666154,0
244,-1.2743339424561908,-2.578259935366085,-2.1272736683474536,0
245,-1.25048476401377,-2.5865249585281873,-2.142950988028753,0
246,-1.2385601747925594,-2.5286697963934732,-2.111596348666154,0
247,-1.2385601747925594,-2.561729889041881,-2.088080369144205,0
248,-1.2862585316774013,-2.594789981690289,-2.1351123281881033,0
249,-1.25048476401377,-2.5204047732313715,-2.1272736683474536,0
250,-1.2743339424561908,-2.5369348195555754,-2.1351123281881033,0
251,-1.2027864071289278,-2.561729889041881,-2.095919028984855,0
252,-1.2624093532349805,-2.5699949122039834,-2.111596348666154,0
253,-1.2862585316774013,-2.6030550048523913,-2.111596348666154,0
254,-1.2743339424561908,-2.5699949122039834,-2.1351123281881033,0
255,-1.25048476401377,-2.578259935366085,-2.0724030494629058,0
256,-1.2147109963501384,-2.5204047732313715,-2.095919028984855,0
257,-1.2266355855713489,-2.5534648658797794,-2.111596348666154,0
258,-1.25048476401377,-2.5038747269071675,-2.1272736683474536,0
259,-1.2743339424561908,-2.5121397500692693,-2.1743056273913517,0
260,-1.2266355855713489,-2.545199842717677,-2.1507896478694026,0
261,-1.2266355855713489,-2.5865249585281873,-2.1037576888255045,0
262,-1.2147109963501384,-2.5865249585281873,-2.1351123281881033,0
263,-1.345881477783454,-2.5204047732313715,-2.1507896478694026,0
264,-1.2743339424561908,-2.5038747269071675,-2.095919028984855,0
265,-1.2743339424561908,-2.594789981690289,-2.1272736683474536,0
266,-1.2385601747925594,-2.5286697963934732,-2.1272736683474536,0
267,-1.345881477783454,-2.561729889041881,-2.119435008506804,0
268,-1.2981831208986119,-2.545199842717677,-2.064564389622256,0
269,-1.2624093532349805,-2.5534648658797794,-2.088080369144205,0
270,-1.2385601747925594,-2.5204047732313715,-2.1272736683474536,0
271,-1.2743339424561908,-2.5699949122039834,-2.1037576888255045,0
272,-1.2385601747925594,-2.5534648658797794,-2.1037576888255045,0
273,-1.2862585316774013,-2.5534648658797794,-2.1272736683474536,0
274,-1.322032299341033,-2.5699949122039834,-2.1586283077100523,0
275,-1.2624093532349805,-2.578259935366085,-2.1351123281881033,0
276,-1.2743339424561908,-2.5369348195555754,-2.1037576888255045,0
277,-1.322032299341033,-2.561729889041881,-2.1037576888255045,0
278,-1.25048476401377,-2.5699949122039834,-2.095919028984855,0
279,-1.2385601747925594,-2.5204047732313715,-2.1037576888255045,0
280,-1.2266355855713489,-2.5699949122039834,-2.111596348666154,0
281,-1.2743339424561908,-2.5699949122039834,-2.1037576888255045,0
282,-1.3101077101198224,-2.5204047732313715,-2.1351123281881033,0
283,-1.2027864071289278,-2.561729889041881,-2.088080369144205,0
284,-1.2624093532349805,-2.5865249585281873,-2.1586283077100523,0
285,-1.2147109963501384,-2.5699949122039834,-2.1037576888255045,0
286,-1.2147109963501384,-2.5534648658797794,-2.119435008506804,0
287,-1.2147109963501384,-2.5534648658797794,-2.0724030494629058,0
288,-1.2624093532349805,-2.5369348195555754,-2.0567257297816064,0
289,-1.345881477783454,-2.5699949122039834,-2.2683695454791484,0
290,-1.1431634610228751,-2.594789981690289,-2.1037576888255045,0
291,-1.2862585316774013,-2.545199842717677,-2.0567257297816064,0
292,-1.2981831208986119,-2.6030550048523913,-2.1037576888255045,0
293,-1.2862585316774013,-2.5699949122039834,-2.0567257297816064,0
294,-1.25048476401377,-2.5534648658797794,-2.142950988028753,0
295,-1.2862585316774013,-2.5534648658797794,-2.1037576888255045,0
296,-1.2862585316774013,-2.594789981690289,-2.1351123281881033,0
297,-1.2266355855713489,-2.545199842717677,-2.1037576888255045,0
298,-1.2266355855713489,-2.5865249585281873,-2.1507896478694026,0
299,-1.25048476401377,-2.5865249585281873,-2.166466967550702,0
300,-1.2624093532349805,-2.5286697963934732,-2.095919028984855,0
301,-1.2981831208986119,-2.578259935366085,-2.111596348666154,0
302,-1.25048476401377,-2.6030550048523913,-2.119435008506804,0
303,-1.2862585316774013,-2.5534648658797794,-2.1351123281881033,0
304,-1.25048476401377,-2.5369348195555754,-2.1272736683474536,0
305,-1.2981831208986119,-2.578259935366085,-2.0724030494629058,0
306,-1.2981831208986119,-2.5369348195555754,-2.088080369144205,0
307,-1.25048476401377,-2.5534648658797794,-2.095919028984855,0
308,-1.2862585316774013,-2.578259935366085,-2.095919028984855,0
309,-1.2743339424561908,-2.5699949122039834,-2.142950988028753,0
310,-1.2981831208986119,-2.5369348195555754,-2.088080369144205,0
311,-1.2981831208986119,-2.5121397500692693,-2.095919028984855,0
312,-1.25048476401377,-2.578259935366085,-2.111596348666154,0
313,-1.2385601747925594,-2.5534648658797794,-2.111596348666154,0
314,-1.2147109963501384,-2.594789981690289,-2.0724030494629058,0
315,-1.2624093532349805,-2.5699949122039834,-2.142950988028753,0
316,-1.322032299341033,-2.5121397500692693,-2.119435008506804,0
317,-1.2981831208986119,-2.578259935366085,-2.1586283077100523,0
318,-1.2027864071289278,-2.5369348195555754,-2.088080369144205,0
319,-1.25048476401377,-2.5204047732313715,-2.1037576888255045,0
320,-1.25048476401377,-2.5534648658797794,-2.088080369144205,0
321,-1.2624093532349805,-2.5699949122039834,-2.142950988028753,0
322,-1.2981831208986119,-2.545199842717677,-2.1351123281881033,0
323,-1.2147109963501384,-2.5534648658797794,-2.111596348666154,0
324,-1.2743339424561908,-2.5699949122039834,-2.1037576888255045,0
325,-1.2147109963501384,-2.5286697963934732,-2.142950988028753,0
326,-1.1908618179077173,-2.5534648658797794,-2.142950988028753,0
327,-1.2862585316774013,-2.5534648658797794,-2.119435008506804,0
328,-1.2981831208986119,-2.5369348195555754,-2.0724030494629058,0
329,-1.25048476401377,-2.545199842717677,-2.095919028984855,0
330,-1.25048476401377,-2.5534648658797794,-2.142950988028753,0
331,-1.2981831208986119,-2.5286697963934732,-2.119435008506804,0
332,-1.2147109963501384,-2.5369348195555754,-2.119435008506804,0
333,-1.2624093532349805,-2.545199842717677,-2.119435008506804,0
334,-1.2624093532349805,-2.545199842717677,-2.1272736683474536,0
335,-1.2624093532349805,-2.5121397500692693,-2.088080369144205,0
336,-1.2862585316774013,-2.5534648658797794,-2.095919028984855,0
337,-1.2624093532349805,-2.5204047732313715,-2.1507896478694026,0
338,-1.2862585316774013,-2.5534648658797794,-2.088080369144205,0
339,-1.2385601747925594,-2.594789981690289,-2.111596348666154,0
340,-1.345881477783454,-2.627850074338697,-2.1351123281881033,0
341,-1.3339568885622435,-2.627850074338697,-2.1272736683474536,0
342,-1.3101077101198224,-2.5865249585281873,-2.0802417093035555,0
343,-1.2743339424561908,-2.5369348195555754,-2.1037576888255045,0
344,-1.25048476401377,-2.5534648658797794,-2.1507896478694026,0
345,-1.3339568885622435,-2.545199842717677,-2.088080369144205,0
346,-1.2624093532349805,-2.5204047732313715,-2.0802417093035555,0
347,-1.3101077101198224,-2.545199842717677,-2.1037576888255045,0
348,-1.2624093532349805,-2.561729889041881,-2.095919028984855,0
349,-1.2266355855713489,-2.5699949122039834,-2.119435008506804,0
350,-1.2624093532349805,-2.5534648658797794,-2.095919028984855,0
351,-1.2266355855713489,-2.561729889041881,-2.111596348666154,0
352,-1.25048476401377,-2.5865249585281873,-2.1272736683474536,0
353,-1.2981831208986119,-2.545199842717677,-2.095919028984855,0
354,-1.322032299341033,-2.5534648658797794,-2.0567257297816064,0
355,-1.25048476401377,-2.5699949122039834,-2.1743056273913517,0
356,-1.25048476401377,-2.5534648658797794,-2.088080369144205,0
357,-1.2981831208986119,-2.5286697963934732,-2.095919028984855,0
358,-1.1908618179077173,-2.5865249585281873,-2.142950988028753,0
359,-1.2862585316774013,-2.561729889041881,-2.0802417093035555,0
360,-1.2624093532349805,-2.5038747269071675,-2.0724030494629058,0
361,-1.2624093532349805,-2.5699949122039834,-2.1272736683474536,0
362,-1.2385601747925594,-2.6030550048523913,-2.111596348666154,0
363,-1.322032299341033,-2.5204047732313715,-2.009693770737708,0
364,-1.2266355855713489,-2.6030550048523913,-2.189982947072651,0
365,-1.2981831208986119,-2.578259935366085,-2.119435008506804,0
366,-1.322032299341033,-2.5204047732313715,-2.1037576888255045,0
367,-1.2147109963501384,-2.5204047732313715,-2.1272736683474536,0
368,-1.2981831208986119,-2.5534648658797794,-2.1507896478694026,0
369,-1.322032299341033,-2.5121397500692693,-2.088080369144205,0
370,-1.2624093532349805,-2.5534648658797794,-2.166466967550702,0
371,-1.2266355855713489,-2.5865249585281873,-2.1272736683474536,0
372,-1.2624093532349805,-2.5286697963934732,-2.0802417093035555,0
373,-1.2027864071289278,-2.578259935366085,-2.088080369144205,0
374,-1.2624093532349805,-2.5699949122039834,-2.111596348666154,0
375,-1.322032299341033,-2.545199842717677,-2.1272736683474536,0
376,-1.2743339424561908,-2.5369348195555754,-2.111596348666154,0
377,-1.2147109963501384,-2.561729889041881,-2.1351123281881033,0
378,-1.3101077101198224,-2.545199842717677,-2.119435008506804,0
379,-1.2624093532349805,-2.6030550048523913,-2.095919028984855,0
380,-1.2862585316774013,-2.5534648658797794,-2.088080369144205,0
381,-1.2743339424561908,-2.5369348195555754,-2.111596348666154,0
382,-1.3339568885622435,-2.5699949122039834,-2.142950988028753,0
383,-1.2624093532349805,-2.5204047732313715,-2.095919028984855,0
384,-1.2266355855713489,-2.561729889041881,-2.095919028984855,0
385,-1.3101077101198224,-2.5369348195555754,-2.111596348666154,0
386,-1.2385601747925594,-2.5204047732313715,-2.1272736683474536,0
387,-1.2981831208986119,-2.5534648658797794,-2.1351123281881033,0
388,-1.2862585316774013,-2.5699949122039834,-2.142950988028753,0
389,-1.2266355855713489,-2.578259935366085,-2.119435008506804,0
390,-1.2862585316774013,-2.5369348195555754,-2.111596348666154,0
391,-1.2385601747925594,-2.5369348195555754,-2.111596348666154,0
392,-1.2266355855713489,-2.5534648658797794,-2.1037576888255045,0
393,-1.2266355855713489,-2.561729889041881,-2.142950988028753,0
394,-1.2862585316774013,-2.545199842717677,-2.111596348666154,0
395,-1.2385601747925594,-2.6195850511765952,-2.095919028984855,0
396,-1.25048476401377,-2.5369348195555754,-2.1037576888255045,0
397,-1.2624093532349805,-2.5534648658797794,-2.064564389622256,0
398,-1.2743339424561908,-2.5534648658797794,-2.1037576888255045,0
399,-1.2743339424561908,-2.5286697963934732,-2.1351123281881033,0
400,-1.2624093532349805,-2.5369348195555754,-2.095919028984855,0
401,-1.25048476401377,-2.5699949122039834,-2.088080369144205,0
402,-1.2743339424561908,-2.5369348195555754,-2.064564389622256,0
403,-1.25048476401377,-2.5369348195555754,-2.119435008506804,0
404,-1.2862585316774013,-2.5204047732313715,-2.119435008506804,0
405,-1.369730656225875,-2.5865249585281873,-2.111596348666154,0
406,-1.25048476401377,-2.5369348195555754,-2.111596348666154,0
407,-1.2862585316774013,-2.545199842717677,-2.111596348666154,0
408,-1.25048476401377,-2.5369348195555754,-2.1507896478694026,0
409,-1.2981831208986119,-2.5534648658797794,-2.088080369144205,0
410,-1.3101077101198224,-2.545199842717677,-2.088080369144205,0
411,-1.3101077101198224,-2.5699949122039834,-2.142950988028753,0
412,-1.2385601747925594,-2.5038747269071675,-2.1037576888255045,0
413,-1.25048476401377,-2.5699949122039834,-2.111596348666154,0
414,-1.25048476401377,-2.5534648658797794,-2.111596348666154,0
415,-1.2862585316774013,-2.5865249585281873,-2.0802417093035555,0
416,-1.3101077101198224,-2.561729889041881,-2.142950988028753,0
417,-1.3101077101198224,-2.5534648658797794,-2.119435008506804,0
418,-1.2743339424561908,-2.5534648658797794,-2.111596348666154,0
419,-1.2862585316774013,-2.5369348195555754,-2.1037576888255045,0
420,-1.2743339424561908,-2.5369348195555754,-2.095919028984855,0
421,-1.2266355855713489,-2.561729889041881,-2.111596348666154,0
422,-1.3101077101198224,-2.5534648658797794,-2.095919028984855,0
423,-1.2624093532349805,-2.5369348195555754,-2.119435008506804,0
